geração,Id_Barra,Nome_Barra,Tamanho Geometrico (cm),Tamanho de Corte (cm),Fitness,No1_X,No1_Y,No2_X,No2_Y,Estado
57,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
57,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
57,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
58,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
58,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
58,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
58,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
58,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
58,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
58,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
58,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
58,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
58,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
58,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
58,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
58,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
58,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
58,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
58,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
58,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
59,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
59,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
59,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
59,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
59,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
59,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
59,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
59,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
59,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
59,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
59,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
59,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
59,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
59,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
59,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
59,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
59,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
60,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
60,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
60,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
60,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
60,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
60,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
60,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
60,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
60,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
60,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
60,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
60,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
60,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
60,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
60,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
60,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
60,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
61,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
61,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
61,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
61,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
61,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
61,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
61,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
61,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
61,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
61,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
61,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
61,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
61,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
61,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
61,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
61,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
61,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
62,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
62,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
62,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
62,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
62,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
62,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
62,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
62,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
62,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
62,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
62,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
62,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
62,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
62,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
62,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
62,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
62,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
63,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
63,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
63,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
63,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
63,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
63,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
63,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
63,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
63,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
63,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
63,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
63,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
63,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
63,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
63,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
63,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
63,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
64,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
64,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
64,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
64,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
64,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
64,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
64,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
64,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
64,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
64,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
64,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
64,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
64,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
64,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
64,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
64,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
64,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
65,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
65,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
65,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
65,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
65,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
65,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
65,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
65,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
65,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
65,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
65,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
65,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
65,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
65,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
65,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
65,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
65,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
66,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
66,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
66,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
66,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
66,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
66,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
66,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
66,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
66,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
66,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
66,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
66,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
66,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
66,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
66,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
66,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
66,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
67,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
67,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
67,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
67,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
67,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
67,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
67,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
67,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
67,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
67,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
67,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
67,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
67,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
67,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
67,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
67,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
67,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
68,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
68,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
68,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
68,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
68,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
68,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
68,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
68,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
68,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
68,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
68,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
68,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
68,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
68,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
68,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
68,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
68,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
69,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
69,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
69,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
69,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
69,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
69,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
69,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
69,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
69,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
69,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
69,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
69,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
69,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
69,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
69,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
69,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
69,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
70,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
70,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
70,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
70,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
70,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
70,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
70,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
70,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
70,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
70,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
70,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
70,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
70,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
70,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
70,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
70,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
70,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
71,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
71,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
71,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
71,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
71,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
71,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
71,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
71,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
71,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
71,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
71,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
71,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
71,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
71,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
71,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
71,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
71,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
72,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
72,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
72,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
72,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
72,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
72,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
72,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
72,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
72,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
72,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
72,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
72,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
72,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
72,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
72,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
72,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
72,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
73,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
73,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
73,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
73,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
73,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
73,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
73,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
73,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
73,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
73,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
73,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
73,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
73,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
73,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
73,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
73,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
73,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
74,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
74,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
74,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
74,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
74,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
74,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
74,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
74,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
74,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
74,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
74,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
74,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
74,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
74,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
74,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
74,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
74,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
75,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
75,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
75,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
75,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
75,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
75,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
75,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
75,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
75,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
75,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
75,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
75,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
75,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
75,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
75,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
