geração,Id_Barra,Nome_Barra,Tamanho Geometrico (cm),Tamanho de Corte (cm),Fitness,No1_X,No1_Y,No2_X,No2_Y,Estado
75,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
75,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
76,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
76,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
76,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
76,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
76,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
76,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
76,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
76,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
76,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
76,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
76,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
76,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
76,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
76,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
76,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
76,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
76,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
77,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
77,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
77,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
77,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
77,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
77,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
77,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
77,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
77,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
77,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
77,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
77,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
77,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
77,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
77,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
77,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
77,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
78,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
78,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
78,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
78,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
78,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
78,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
78,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
78,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
78,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
78,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
78,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
78,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
78,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
78,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
78,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
78,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
78,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
79,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
79,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
79,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
79,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
79,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
79,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
79,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
79,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
79,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
79,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
79,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
79,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
79,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
79,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
79,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
79,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
79,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
80,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
80,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
80,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
80,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
80,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
80,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
80,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
80,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
80,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
80,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
80,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
80,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
80,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
80,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
80,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
80,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
80,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
81,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
81,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
81,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
81,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
81,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
81,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
81,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
81,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
81,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
81,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
81,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
81,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
81,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
81,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
81,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
81,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
81,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
82,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
82,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
82,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
82,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
82,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
82,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
82,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
82,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
82,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
82,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
82,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
82,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
82,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
82,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
82,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
82,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
82,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
83,1,AB,12.0,14.0,0.2603,0.0,0.0,12.0,0.0,Neutra
83,2,BC,9.5725,13.5725,0.2603,12.0,0.0,21.5725,0.0,Tensionada
83,3,CD,9.5725,13.5725,0.2603,21.5725,0.0,31.145,0.0,Tensionada
83,4,DE,12.0,14.0,0.2603,31.145,0.0,43.145,0.0,Neutra
83,5,FG,12.0657,16.0657,0.2603,0.0,5.2558,12.0,6.5135,Comprimida
83,6,GH,9.6447,13.6447,0.2603,12.0,6.5135,21.5725,7.6913,Comprimida
83,7,HI,9.6447,13.6447,0.2603,21.5725,7.6913,31.145,6.5135,Comprimida
83,8,IJ,12.0657,16.0657,0.2603,31.145,6.5135,43.145,5.2558,Comprimida
83,9,AF,5.2558,7.2558,0.2603,0.0,0.0,0.0,5.2558,Comprimida
83,10,GB,6.5135,10.5135,0.2603,12.0,6.5135,12.0,0.0,Comprimida
83,11,HC,7.6913,11.6913,0.2603,21.5725,7.6913,21.5725,0.0,Tensionada
83,12,ID,6.5135,10.5135,0.2603,31.145,6.5135,31.145,0.0,Comprimida
83,13,EJ,5.2558,7.2558,0.2603,43.145,0.0,43.145,5.2558,Comprimida
83,14,FB,13.1005,17.1005,0.2603,0.0,5.2558,12.0,0.0,Tensionada
83,15,GC,11.5784,15.5784,0.2603,12.0,6.5135,21.5725,0.0,Tensionada
83,16,IC,11.5784,15.5784,0.2603,31.145,6.5135,21.5725,0.0,Tensionada
83,17,JD,13.1005,17.1005,0.2603,43.145,5.2558,31.145,0.0,Tensionada
84,1,AB,11.9733,13.9733,0.2633,0.0,0.0,11.9733,0.0,Neutra
84,2,BC,9.7237,13.7237,0.2633,11.9733,0.0,21.697,0.0,Tensionada
84,3,CD,9.7237,13.7237,0.2633,21.697,0.0,31.4207,0.0,Tensionada
84,4,DE,11.9733,13.9733,0.2633,31.4207,0.0,43.394,0.0,Neutra
84,5,FG,12.207,16.207,0.2633,0.0,5.0024,11.9733,7.3798,Comprimida
84,6,GH,9.7328,13.7328,0.2633,11.9733,7.3798,21.697,7.8,Comprimida
84,7,HI,9.7328,13.7328,0.2633,21.697,7.8,31.4207,7.3798,Comprimida
84,8,IJ,12.207,16.207,0.2633,31.4207,7.3798,43.394,5.0024,Comprimida
84,9,AF,5.0024,7.0024,0.2633,0.0,0.0,0.0,5.0024,Comprimida
84,10,GB,7.3798,11.3798,0.2633,11.9733,7.3798,11.9733,0.0,Comprimida
84,11,HC,7.8,11.8,0.2633,21.697,7.8,21.697,0.0,Tensionada
84,12,ID,7.3798,11.3798,0.2633,31.4207,7.3798,31.4207,0.0,Comprimida
84,13,EJ,5.0024,7.0024,0.2633,43.394,0.0,43.394,5.0024,Comprimida
84,14,FB,12.9762,16.9762,0.2633,0.0,5.0024,11.9733,0.0,Tensionada
84,15,GC,12.2071,16.2071,0.2633,11.9733,7.3798,21.697,0.0,Tensionada
84,16,IC,12.2071,16.2071,0.2633,31.4207,7.3798,21.697,0.0,Tensionada
84,17,JD,12.9762,16.9762,0.2633,43.394,5.0024,31.4207,0.0,Tensionada
85,1,AB,11.9733,13.9733,0.2633,0.0,0.0,11.9733,0.0,Neutra
85,2,BC,9.7237,13.7237,0.2633,11.9733,0.0,21.697,0.0,Tensionada
85,3,CD,9.7237,13.7237,0.2633,21.697,0.0,31.4207,0.0,Tensionada
85,4,DE,11.9733,13.9733,0.2633,31.4207,0.0,43.394,0.0,Neutra
85,5,FG,12.207,16.207,0.2633,0.0,5.0024,11.9733,7.3798,Comprimida
85,6,GH,9.7328,13.7328,0.2633,11.9733,7.3798,21.697,7.8,Comprimida
85,7,HI,9.7328,13.7328,0.2633,21.697,7.8,31.4207,7.3798,Comprimida
85,8,IJ,12.207,16.207,0.2633,31.4207,7.3798,43.394,5.0024,Comprimida
85,9,AF,5.0024,7.0024,0.2633,0.0,0.0,0.0,5.0024,Comprimida
85,10,GB,7.3798,11.3798,0.2633,11.9733,7.3798,11.9733,0.0,Comprimida
85,11,HC,7.8,11.8,0.2633,21.697,7.8,21.697,0.0,Tensionada
85,12,ID,7.3798,11.3798,0.2633,31.4207,7.3798,31.4207,0.0,Comprimida
85,13,EJ,5.0024,7.0024,0.2633,43.394,0.0,43.394,5.0024,Comprimida
85,14,FB,12.9762,16.9762,0.2633,0.0,5.0024,11.9733,0.0,Tensionada
85,15,GC,12.2071,16.2071,0.2633,11.9733,7.3798,21.697,0.0,Tensionada
85,16,IC,12.2071,16.2071,0.2633,31.4207,7.3798,21.697,0.0,Tensionada
85,17,JD,12.9762,16.9762,0.2633,43.394,5.0024,31.4207,0.0,Tensionada
86,1,AB,11.9733,13.9733,0.2633,0.0,0.0,11.9733,0.0,Neutra
86,2,BC,9.7237,13.7237,0.2633,11.9733,0.0,21.697,0.0,Tensionada
86,3,CD,9.7237,13.7237,0.2633,21.697,0.0,31.4207,0.0,Tensionada
86,4,DE,11.9733,13.9733,0.2633,31.4207,0.0,43.394,0.0,Neutra
86,5,FG,12.207,16.207,0.2633,0.0,5.0024,11.9733,7.3798,Comprimida
86,6,GH,9.7328,13.7328,0.2633,11.9733,7.3798,21.697,7.8,Comprimida
86,7,HI,9.7328,13.7328,0.2633,21.697,7.8,31.4207,7.3798,Comprimida
86,8,IJ,12.207,16.207,0.2633,31.4207,7.3798,43.394,5.0024,Comprimida
86,9,AF,5.0024,7.0024,0.2633,0.0,0.0,0.0,5.0024,Comprimida
86,10,GB,7.3798,11.3798,0.2633,11.9733,7.3798,11.9733,0.0,Comprimida
86,11,HC,7.8,11.8,0.2633,21.697,7.8,21.697,0.0,Tensionada
86,12,ID,7.3798,11.3798,0.2633,31.4207,7.3798,31.4207,0.0,Comprimida
86,13,EJ,5.0024,7.0024,0.2633,43.394,0.0,43.394,5.0024,Comprimida
86,14,FB,12.9762,16.9762,0.2633,0.0,5.0024,11.9733,0.0,Tensionada
86,15,GC,12.2071,16.2071,0.2633,11.9733,7.3798,21.697,0.0,Tensionada
86,16,IC,12.2071,16.2071,0.2633,31.4207,7.3798,21.697,0.0,Tensionada
86,17,JD,12.9762,16.9762,0.2633,43.394,5.0024,31.4207,0.0,Tensionada
87,1,AB,11.9733,13.9733,0.2633,0.0,0.0,11.9733,0.0,Neutra
87,2,BC,9.7237,13.7237,0.2633,11.9733,0.0,21.697,0.0,Tensionada
87,3,CD,9.7237,13.7237,0.2633,21.697,0.0,31.4207,0.0,Tensionada
87,4,DE,11.9733,13.9733,0.2633,31.4207,0.0,43.394,0.0,Neutra
87,5,FG,12.207,16.207,0.2633,0.0,5.0024,11.9733,7.3798,Comprimida
87,6,GH,9.7328,13.7328,0.2633,11.9733,7.3798,21.697,7.8,Comprimida
87,7,HI,9.7328,13.7328,0.2633,21.697,7.8,31.4207,7.3798,Comprimida
87,8,IJ,12.207,16.207,0.2633,31.4207,7.3798,43.394,5.0024,Comprimida
87,9,AF,5.0024,7.0024,0.2633,0.0,0.0,0.0,5.0024,Comprimida
87,10,GB,7.3798,11.3798,0.2633,11.9733,7.3798,11.9733,0.0,Comprimida
87,11,HC,7.8,11.8,0.2633,21.697,7.8,21.697,0.0,Tensionada
87,12,ID,7.3798,11.3798,0.2633,31.4207,7.3798,31.4207,0.0,Comprimida
87,13,EJ,5.0024,7.0024,0.2633,43.394,0.0,43.394,5.0024,Comprimida
87,14,FB,12.9762,16.9762,0.2633,0.0,5.0024,11.9733,0.0,Tensionada
87,15,GC,12.2071,16.2071,0.2633,11.9733,7.3798,21.697,0.0,Tensionada
87,16,IC,12.2071,16.2071,0.2633,31.4207,7.3798,21.697,0.0,Tensionada
87,17,JD,12.9762,16.9762,0.2633,43.394,5.0024,31.4207,0.0,Tensionada
88,1,AB,11.9733,13.9733,0.2633,0.0,0.0,11.9733,0.0,Neutra
88,2,BC,9.7237,13.7237,0.2633,11.9733,0.0,21.697,0.0,Tensionada
88,3,CD,9.7237,13.7237,0.2633,21.697,0.0,31.4207,0.0,Tensionada
88,4,DE,11.9733,13.9733,0.2633,31.4207,0.0,43.394,0.0,Neutra
88,5,FG,12.207,16.207,0.2633,0.0,5.0024,11.9733,7.3798,Comprimida
88,6,GH,9.7328,13.7328,0.2633,11.9733,7.3798,21.697,7.8,Comprimida
88,7,HI,9.7328,13.7328,0.2633,21.697,7.8,31.4207,7.3798,Comprimida
88,8,IJ,12.207,16.207,0.2633,31.4207,7.3798,43.394,5.0024,Comprimida
88,9,AF,5.0024,7.0024,0.2633,0.0,0.0,0.0,5.0024,Comprimida
88,10,GB,7.3798,11.3798,0.2633,11.9733,7.3798,11.9733,0.0,Comprimida
88,11,HC,7.8,11.8,0.2633,21.697,7.8,21.697,0.0,Tensionada
88,12,ID,7.3798,11.3798,0.2633,31.4207,7.3798,31.4207,0.0,Comprimida
88,13,EJ,5.0024,7.0024,0.2633,43.394,0.0,43.394,5.0024,Comprimida
88,14,FB,12.9762,16.9762,0.2633,0.0,5.0024,11.9733,0.0,Tensionada
88,15,GC,12.2071,16.2071,0.2633,11.9733,7.3798,21.697,0.0,Tensionada
88,16,IC,12.2071,16.2071,0.2633,31.4207,7.3798,21.697,0.0,Tensionada
88,17,JD,12.9762,16.9762,0.2633,43.394,5.0024,31.4207,0.0,Tensionada
89,1,AB,11.9733,13.9733,0.2633,0.0,0.0,11.9733,0.0,Neutra
89,2,BC,9.7237,13.7237,0.2633,11.9733,0.0,21.697,0.0,Tensionada
89,3,CD,9.7237,13.7237,0.2633,21.697,0.0,31.4207,0.0,Tensionada
89,4,DE,11.9733,13.9733,0.2633,31.4207,0.0,43.394,0.0,Neutra
89,5,FG,12.207,16.207,0.2633,0.0,5.0024,11.9733,7.3798,Comprimida
89,6,GH,9.7328,13.7328,0.2633,11.9733,7.3798,21.697,7.8,Comprimida
89,7,HI,9.7328,13.7328,0.2633,21.697,7.8,31.4207,7.3798,Comprimida
89,8,IJ,12.207,16.207,0.2633,31.4207,7.3798,43.394,5.0024,Comprimida
89,9,AF,5.0024,7.0024,0.2633,0.0,0.0,0.0,5.0024,Comprimida
89,10,GB,7.3798,11.3798,0.2633,11.9733,7.3798,11.9733,0.0,Comprimida
89,11,HC,7.8,11.8,0.2633,21.697,7.8,21.697,0.0,Tensionada
89,12,ID,7.3798,11.3798,0.2633,31.4207,7.3798,31.4207,0.0,Comprimida
89,13,EJ,5.0024,7.0024,0.2633,43.394,0.0,43.394,5.0024,Comprimida
89,14,FB,12.9762,16.9762,0.2633,0.0,5.0024,11.9733,0.0,Tensionada
89,15,GC,12.2071,16.2071,0.2633,11.9733,7.3798,21.697,0.0,Tensionada
89,16,IC,12.2071,16.2071,0.2633,31.4207,7.3798,21.697,0.0,Tensionada
89,17,JD,12.9762,16.9762,0.2633,43.394,5.0024,31.4207,0.0,Tensionada
90,1,AB,11.9733,13.9733,0.2633,0.0,0.0,11.9733,0.0,Neutra
90,2,BC,9.7237,13.7237,0.2633,11.9733,0.0,21.697,0.0,Tensionada
90,3,CD,9.7237,13.7237,0.2633,21.697,0.0,31.4207,0.0,Tensionada
90,4,DE,11.9733,13.9733,0.2633,31.4207,0.0,43.394,0.0,Neutra
90,5,FG,12.207,16.207,0.2633,0.0,5.0024,11.9733,7.3798,Comprimida
90,6,GH,9.7328,13.7328,0.2633,11.9733,7.3798,21.697,7.8,Comprimida
90,7,HI,9.7328,13.7328,0.2633,21.697,7.8,31.4207,7.3798,Comprimida
90,8,IJ,12.207,16.207,0.2633,31.4207,7.3798,43.394,5.0024,Comprimida
90,9,AF,5.0024,7.0024,0.2633,0.0,0.0,0.0,5.0024,Comprimida
90,10,GB,7.3798,11.3798,0.2633,11.9733,7.3798,11.9733,0.0,Comprimida
90,11,HC,7.8,11.8,0.2633,21.697,7.8,21.697,0.0,Tensionada
90,12,ID,7.3798,11.3798,0.2633,31.4207,7.3798,31.4207,0.0,Comprimida
90,13,EJ,5.0024,7.0024,0.2633,43.394,0.0,43.394,5.0024,Comprimida
90,14,FB,12.9762,16.9762,0.2633,0.0,5.0024,11.9733,0.0,Tensionada
90,15,GC,12.2071,16.2071,0.2633,11.9733,7.3798,21.697,0.0,Tensionada
90,16,IC,12.2071,16.2071,0.2633,31.4207,7.3798,21.697,0.0,Tensionada
90,17,JD,12.9762,16.9762,0.2633,43.394,5.0024,31.4207,0.0,Tensionada
