geração,Id_Barra,Nome_Barra,Tamanho Geometrico (cm),Tamanho de Corte (cm),Fitness
76,3,CD,9.6604,13.6604,0.2624
76,4,DE,11.996,13.996,0.2624
76,5,FG,12.0316,16.0316,0.2624
76,6,GH,9.7344,13.7344,0.2624
76,7,HI,9.7344,13.7344,0.2624
76,8,IJ,12.0316,16.0316,0.2624
76,9,AF,5.6573,7.6573,0.2624
76,10,GB,6.5821,10.5821,0.2624
76,11,HC,7.7795,11.7795,0.2624
76,12,ID,6.5821,10.5821,0.2624
76,13,EJ,5.6573,7.6573,0.2624
76,14,FB,13.2631,17.2631,0.2624
76,15,GC,11.6896,15.6896,0.2624
76,16,IC,11.6896,15.6896,0.2624
76,17,JD,13.2631,17.2631,0.2624
77,1,AB,11.996,13.996,0.2624
77,2,BC,9.6604,13.6604,0.2624
77,3,CD,9.6604,13.6604,0.2624
77,4,DE,11.996,13.996,0.2624
77,5,FG,12.0316,16.0316,0.2624
77,6,GH,9.7344,13.7344,0.2624
77,7,HI,9.7344,13.7344,0.2624
77,8,IJ,12.0316,16.0316,0.2624
77,9,AF,5.6573,7.6573,0.2624
77,10,GB,6.5821,10.5821,0.2624
77,11,HC,7.7795,11.7795,0.2624
77,12,ID,6.5821,10.5821,0.2624
77,13,EJ,5.6573,7.6573,0.2624
77,14,FB,13.2631,17.2631,0.2624
77,15,GC,11.6896,15.6896,0.2624
77,16,IC,11.6896,15.6896,0.2624
77,17,JD,13.2631,17.2631,0.2624
78,1,AB,11.996,13.996,0.2624
78,2,BC,9.6604,13.6604,0.2624
78,3,CD,9.6604,13.6604,0.2624
78,4,DE,11.996,13.996,0.2624
78,5,FG,12.0316,16.0316,0.2624
78,6,GH,9.7344,13.7344,0.2624
78,7,HI,9.7344,13.7344,0.2624
78,8,IJ,12.0316,16.0316,0.2624
78,9,AF,5.6573,7.6573,0.2624
78,10,GB,6.5821,10.5821,0.2624
78,11,HC,7.7795,11.7795,0.2624
78,12,ID,6.5821,10.5821,0.2624
78,13,EJ,5.6573,7.6573,0.2624
78,14,FB,13.2631,17.2631,0.2624
78,15,GC,11.6896,15.6896,0.2624
78,16,IC,11.6896,15.6896,0.2624
78,17,JD,13.2631,17.2631,0.2624
79,1,AB,11.996,13.996,0.2624
79,2,BC,9.6604,13.6604,0.2624
79,3,CD,9.6604,13.6604,0.2624
79,4,DE,11.996,13.996,0.2624
79,5,FG,12.0316,16.0316,0.2624
79,6,GH,9.7344,13.7344,0.2624
79,7,HI,9.7344,13.7344,0.2624
79,8,IJ,12.0316,16.0316,0.2624
79,9,AF,5.6573,7.6573,0.2624
79,10,GB,6.5821,10.5821,0.2624
79,11,HC,7.7795,11.7795,0.2624
79,12,ID,6.5821,10.5821,0.2624
79,13,EJ,5.6573,7.6573,0.2624
79,14,FB,13.2631,17.2631,0.2624
79,15,GC,11.6896,15.6896,0.2624
79,16,IC,11.6896,15.6896,0.2624
79,17,JD,13.2631,17.2631,0.2624
80,1,AB,11.996,13.996,0.2624
80,2,BC,9.6604,13.6604,0.2624
80,3,CD,9.6604,13.6604,0.2624
80,4,DE,11.996,13.996,0.2624
80,5,FG,12.0316,16.0316,0.2624
80,6,GH,9.7344,13.7344,0.2624
80,7,HI,9.7344,13.7344,0.2624
80,8,IJ,12.0316,16.0316,0.2624
80,9,AF,5.6573,7.6573,0.2624
80,10,GB,6.5821,10.5821,0.2624
80,11,HC,7.7795,11.7795,0.2624
80,12,ID,6.5821,10.5821,0.2624
80,13,EJ,5.6573,7.6573,0.2624
80,14,FB,13.2631,17.2631,0.2624
80,15,GC,11.6896,15.6896,0.2624
80,16,IC,11.6896,15.6896,0.2624
80,17,JD,13.2631,17.2631,0.2624
81,1,AB,11.996,13.996,0.2624
81,2,BC,9.6604,13.6604,0.2624
81,3,CD,9.6604,13.6604,0.2624
81,4,DE,11.996,13.996,0.2624
81,5,FG,12.0316,16.0316,0.2624
81,6,GH,9.7344,13.7344,0.2624
81,7,HI,9.7344,13.7344,0.2624
81,8,IJ,12.0316,16.0316,0.2624
81,9,AF,5.6573,7.6573,0.2624
81,10,GB,6.5821,10.5821,0.2624
81,11,HC,7.7795,11.7795,0.2624
81,12,ID,6.5821,10.5821,0.2624
81,13,EJ,5.6573,7.6573,0.2624
81,14,FB,13.2631,17.2631,0.2624
81,15,GC,11.6896,15.6896,0.2624
81,16,IC,11.6896,15.6896,0.2624
81,17,JD,13.2631,17.2631,0.2624
82,1,AB,11.996,13.996,0.2624
82,2,BC,9.6604,13.6604,0.2624
82,3,CD,9.6604,13.6604,0.2624
82,4,DE,11.996,13.996,0.2624
82,5,FG,12.0316,16.0316,0.2624
82,6,GH,9.7344,13.7344,0.2624
82,7,HI,9.7344,13.7344,0.2624
82,8,IJ,12.0316,16.0316,0.2624
82,9,AF,5.6573,7.6573,0.2624
82,10,GB,6.5821,10.5821,0.2624
82,11,HC,7.7795,11.7795,0.2624
82,12,ID,6.5821,10.5821,0.2624
82,13,EJ,5.6573,7.6573,0.2624
82,14,FB,13.2631,17.2631,0.2624
82,15,GC,11.6896,15.6896,0.2624
82,16,IC,11.6896,15.6896,0.2624
82,17,JD,13.2631,17.2631,0.2624
83,1,AB,11.919,13.919,0.2638
83,2,BC,9.6812,13.6812,0.2638
83,3,CD,9.6812,13.6812,0.2638
83,4,DE,11.919,13.919,0.2638
83,5,FG,12.0214,16.0214,0.2638
83,6,GH,9.7306,13.7306,0.2638
83,7,HI,9.7306,13.7306,0.2638
83,8,IJ,12.0214,16.0214,0.2638
83,9,AF,5.2045,7.2045,0.2638
83,10,GB,6.7699,10.7699,0.2638
83,11,HC,7.7485,11.7485,0.2638
83,12,ID,6.7699,10.7699,0.2638
83,13,EJ,5.2045,7.2045,0.2638
83,14,FB,13.0058,17.0058,0.2638
83,15,GC,11.8135,15.8135,0.2638
83,16,IC,11.8135,15.8135,0.2638
83,17,JD,13.0058,17.0058,0.2638
84,1,AB,12.0,14.0,0.265
84,2,BC,9.5247,13.5247,0.265
84,3,CD,9.5247,13.5247,0.265
84,4,DE,12.0,14.0,0.265
84,5,FG,12.0116,16.0116,0.265
84,6,GH,9.5968,13.5968,0.265
84,7,HI,9.5968,13.5968,0.265
84,8,IJ,12.0116,16.0116,0.265
84,9,AF,6.0971,8.0971,0.265
84,10,GB,6.6258,10.6258,0.265
84,11,HC,7.8,11.8,0.265
84,12,ID,6.6258,10.6258,0.265
84,13,EJ,6.0971,8.0971,0.265
84,14,FB,13.4601,17.4601,0.265
84,15,GC,11.6027,15.6027,0.265
84,16,IC,11.6027,15.6027,0.265
84,17,JD,13.4601,17.4601,0.265
85,1,AB,11.9691,13.9691,0.2653
85,2,BC,9.6211,13.6211,0.2653
85,3,CD,9.6211,13.6211,0.2653
85,4,DE,11.9691,13.9691,0.2653
85,5,FG,12.0241,16.0241,0.2653
85,6,GH,9.6896,13.6896,0.2653
85,7,HI,9.6896,13.6896,0.2653
85,8,IJ,12.0241,16.0241,0.2653
85,9,AF,5.4413,7.4413,0.2653
85,10,GB,6.5895,10.5895,0.2653
85,11,HC,7.7397,11.7397,0.2653
85,12,ID,6.5895,10.5895,0.2653
85,13,EJ,5.4413,7.4413,0.2653
85,14,FB,13.1479,17.1479,0.2653
85,15,GC,11.6614,15.6614,0.2653
85,16,IC,11.6614,15.6614,0.2653
85,17,JD,13.1479,17.1479,0.2653
86,1,AB,11.9691,13.9691,0.2653
86,2,BC,9.6211,13.6211,0.2653
86,3,CD,9.6211,13.6211,0.2653
86,4,DE,11.9691,13.9691,0.2653
86,5,FG,12.0241,16.0241,0.2653
86,6,GH,9.6896,13.6896,0.2653
86,7,HI,9.6896,13.6896,0.2653
86,8,IJ,12.0241,16.0241,0.2653
86,9,AF,5.4413,7.4413,0.2653
86,10,GB,6.5895,10.5895,0.2653
86,11,HC,7.7397,11.7397,0.2653
86,12,ID,6.5895,10.5895,0.2653
86,13,EJ,5.4413,7.4413,0.2653
86,14,FB,13.1479,17.1479,0.2653
86,15,GC,11.6614,15.6614,0.2653
86,16,IC,11.6614,15.6614,0.2653
86,17,JD,13.1479,17.1479,0.2653
87,1,AB,11.9691,13.9691,0.2653
87,2,BC,9.6211,13.6211,0.2653
87,3,CD,9.6211,13.6211,0.2653
87,4,DE,11.9691,13.9691,0.2653
87,5,FG,12.0241,16.0241,0.2653
87,6,GH,9.6896,13.6896,0.2653
87,7,HI,9.6896,13.6896,0.2653
87,8,IJ,12.0241,16.0241,0.2653
87,9,AF,5.4413,7.4413,0.2653
87,10,GB,6.5895,10.5895,0.2653
87,11,HC,7.7397,11.7397,0.2653
87,12,ID,6.5895,10.5895,0.2653
87,13,EJ,5.4413,7.4413,0.2653
87,14,FB,13.1479,17.1479,0.2653
87,15,GC,11.6614,15.6614,0.2653
87,16,IC,11.6614,15.6614,0.2653
87,17,JD,13.1479,17.1479,0.2653
88,1,AB,11.9691,13.9691,0.2653
88,2,BC,9.6211,13.6211,0.2653
88,3,CD,9.6211,13.6211,0.2653
88,4,DE,11.9691,13.9691,0.2653
88,5,FG,12.0241,16.0241,0.2653
88,6,GH,9.6896,13.6896,0.2653
88,7,HI,9.6896,13.6896,0.2653
88,8,IJ,12.0241,16.0241,0.2653
88,9,AF,5.4413,7.4413,0.2653
88,10,GB,6.5895,10.5895,0.2653
88,11,HC,7.7397,11.7397,0.2653
88,12,ID,6.5895,10.5895,0.2653
88,13,EJ,5.4413,7.4413,0.2653
88,14,FB,13.1479,17.1479,0.2653
88,15,GC,11.6614,15.6614,0.2653
88,16,IC,11.6614,15.6614,0.2653
88,17,JD,13.1479,17.1479,0.2653
89,1,AB,11.9691,13.9691,0.2653
89,2,BC,9.6211,13.6211,0.2653
89,3,CD,9.6211,13.6211,0.2653
89,4,DE,11.9691,13.9691,0.2653
89,5,FG,12.0241,16.0241,0.2653
89,6,GH,9.6896,13.6896,0.2653
89,7,HI,9.6896,13.6896,0.2653
89,8,IJ,12.0241,16.0241,0.2653
89,9,AF,5.4413,7.4413,0.2653
89,10,GB,6.5895,10.5895,0.2653
89,11,HC,7.7397,11.7397,0.2653
89,12,ID,6.5895,10.5895,0.2653
89,13,EJ,5.4413,7.4413,0.2653
89,14,FB,13.1479,17.1479,0.2653
89,15,GC,11.6614,15.6614,0.2653
89,16,IC,11.6614,15.6614,0.2653
89,17,JD,13.1479,17.1479,0.2653
90,1,AB,11.9691,13.9691,0.2653
90,2,BC,9.6211,13.6211,0.2653
90,3,CD,9.6211,13.6211,0.2653
90,4,DE,11.9691,13.9691,0.2653
90,5,FG,12.0241,16.0241,0.2653
90,6,GH,9.6896,13.6896,0.2653
90,7,HI,9.6896,13.6896,0.2653
90,8,IJ,12.0241,16.0241,0.2653
90,9,AF,5.4413,7.4413,0.2653
90,10,GB,6.5895,10.5895,0.2653
90,11,HC,7.7397,11.7397,0.2653
90,12,ID,6.5895,10.5895,0.2653
90,13,EJ,5.4413,7.4413,0.2653
90,14,FB,13.1479,17.1479,0.2653
90,15,GC,11.6614,15.6614,0.2653
90,16,IC,11.6614,15.6614,0.2653
90,17,JD,13.1479,17.1479,0.2653
