geração,Id_Barra,Nome_Barra,Tamanho Geometrico (cm),Tamanho de Corte (cm),Fitness
38,10,GB,6.1015,10.1015,0.2491
38,11,HC,7.2714,11.2714,0.2491
38,12,ID,6.1015,10.1015,0.2491
38,13,EJ,5.0325,7.0325,0.2491
38,14,FB,12.9735,16.9735,0.2491
38,15,GC,11.4192,15.4192,0.2491
38,16,IC,11.4192,15.4192,0.2491
38,17,JD,12.9735,16.9735,0.2491
39,1,AB,11.9576,13.9576,0.2491
39,2,BC,9.6525,13.6525,0.2491
39,3,CD,9.6525,13.6525,0.2491
39,4,DE,11.9576,13.9576,0.2491
39,5,FG,12.0053,16.0053,0.2491
39,6,GH,9.7231,13.7231,0.2491
39,7,HI,9.7231,13.7231,0.2491
39,8,IJ,12.0053,16.0053,0.2491
39,9,AF,5.0325,7.0325,0.2491
39,10,GB,6.1015,10.1015,0.2491
39,11,HC,7.2714,11.2714,0.2491
39,12,ID,6.1015,10.1015,0.2491
39,13,EJ,5.0325,7.0325,0.2491
39,14,FB,12.9735,16.9735,0.2491
39,15,GC,11.4192,15.4192,0.2491
39,16,IC,11.4192,15.4192,0.2491
39,17,JD,12.9735,16.9735,0.2491
40,1,AB,11.9576,13.9576,0.2491
40,2,BC,9.6525,13.6525,0.2491
40,3,CD,9.6525,13.6525,0.2491
40,4,DE,11.9576,13.9576,0.2491
40,5,FG,12.0053,16.0053,0.2491
40,6,GH,9.7231,13.7231,0.2491
40,7,HI,9.7231,13.7231,0.2491
40,8,IJ,12.0053,16.0053,0.2491
40,9,AF,5.0325,7.0325,0.2491
40,10,GB,6.1015,10.1015,0.2491
40,11,HC,7.2714,11.2714,0.2491
40,12,ID,6.1015,10.1015,0.2491
40,13,EJ,5.0325,7.0325,0.2491
40,14,FB,12.9735,16.9735,0.2491
40,15,GC,11.4192,15.4192,0.2491
40,16,IC,11.4192,15.4192,0.2491
40,17,JD,12.9735,16.9735,0.2491
41,1,AB,11.9576,13.9576,0.2491
41,2,BC,9.6525,13.6525,0.2491
41,3,CD,9.6525,13.6525,0.2491
41,4,DE,11.9576,13.9576,0.2491
41,5,FG,12.0053,16.0053,0.2491
41,6,GH,9.7231,13.7231,0.2491
41,7,HI,9.7231,13.7231,0.2491
41,8,IJ,12.0053,16.0053,0.2491
41,9,AF,5.0325,7.0325,0.2491
41,10,GB,6.1015,10.1015,0.2491
41,11,HC,7.2714,11.2714,0.2491
41,12,ID,6.1015,10.1015,0.2491
41,13,EJ,5.0325,7.0325,0.2491
41,14,FB,12.9735,16.9735,0.2491
41,15,GC,11.4192,15.4192,0.2491
41,16,IC,11.4192,15.4192,0.2491
41,17,JD,12.9735,16.9735,0.2491
42,1,AB,11.9852,13.9852,0.2494
42,2,BC,9.7169,13.7169,0.2494
42,3,CD,9.7169,13.7169,0.2494
42,4,DE,11.9852,13.9852,0.2494
42,5,FG,12.0135,16.0135,0.2494
42,6,GH,9.8053,13.8053,0.2494
42,7,HI,9.8053,13.8053,0.2494
42,8,IJ,12.0135,16.0135,0.2494
42,9,AF,5.3387,7.3387,0.2494
42,10,GB,6.1639,10.1639,0.2494
42,11,HC,7.4776,11.4776,0.2494
42,12,ID,6.1639,10.1639,0.2494
42,13,EJ,5.3387,7.3387,0.2494
42,14,FB,13.1205,17.1205,0.2494
42,15,GC,11.507,15.507,0.2494
42,16,IC,11.507,15.507,0.2494
42,17,JD,13.1205,17.1205,0.2494
43,1,AB,11.9852,13.9852,0.2494
43,2,BC,9.7169,13.7169,0.2494
43,3,CD,9.7169,13.7169,0.2494
43,4,DE,11.9852,13.9852,0.2494
43,5,FG,12.0135,16.0135,0.2494
43,6,GH,9.8053,13.8053,0.2494
43,7,HI,9.8053,13.8053,0.2494
43,8,IJ,12.0135,16.0135,0.2494
43,9,AF,5.3387,7.3387,0.2494
43,10,GB,6.1639,10.1639,0.2494
43,11,HC,7.4776,11.4776,0.2494
43,12,ID,6.1639,10.1639,0.2494
43,13,EJ,5.3387,7.3387,0.2494
43,14,FB,13.1205,17.1205,0.2494
43,15,GC,11.507,15.507,0.2494
43,16,IC,11.507,15.507,0.2494
43,17,JD,13.1205,17.1205,0.2494
44,1,AB,12.0,14.0,0.2513
44,2,BC,9.8365,13.8365,0.2513
44,3,CD,9.8365,13.8365,0.2513
44,4,DE,12.0,14.0,0.2513
44,5,FG,12.033,16.033,0.2513
44,6,GH,9.8945,13.8945,0.2513
44,7,HI,9.8945,13.8945,0.2513
44,8,IJ,12.033,16.033,0.2513
44,9,AF,5.8396,7.8396,0.2513
44,10,GB,6.7302,10.7302,0.2513
44,11,HC,7.8,11.8,0.2513
44,12,ID,6.7302,10.7302,0.2513
44,13,EJ,5.8396,7.8396,0.2513
44,14,FB,13.3454,17.3454,0.2513
44,15,GC,11.9185,15.9185,0.2513
44,16,IC,11.9185,15.9185,0.2513
44,17,JD,13.3454,17.3454,0.2513
45,1,AB,12.0,14.0,0.2619
45,2,BC,9.5716,13.5716,0.2619
45,3,CD,9.5716,13.5716,0.2619
45,4,DE,12.0,14.0,0.2619
45,5,FG,12.036,16.036,0.2619
45,6,GH,9.6534,13.6534,0.2619
45,7,HI,9.6534,13.6534,0.2619
45,8,IJ,12.036,16.036,0.2619
45,9,AF,5.6151,7.6151,0.2619
45,10,GB,6.5453,10.5453,0.2619
45,11,HC,7.8,11.8,0.2619
45,12,ID,6.5453,10.5453,0.2619
45,13,EJ,5.6151,7.6151,0.2619
45,14,FB,13.2487,17.2487,0.2619
45,15,GC,11.5955,15.5955,0.2619
45,16,IC,11.5955,15.5955,0.2619
45,17,JD,13.2487,17.2487,0.2619
46,1,AB,12.0,14.0,0.2619
46,2,BC,9.5716,13.5716,0.2619
46,3,CD,9.5716,13.5716,0.2619
46,4,DE,12.0,14.0,0.2619
46,5,FG,12.036,16.036,0.2619
46,6,GH,9.6534,13.6534,0.2619
46,7,HI,9.6534,13.6534,0.2619
46,8,IJ,12.036,16.036,0.2619
46,9,AF,5.6151,7.6151,0.2619
46,10,GB,6.5453,10.5453,0.2619
46,11,HC,7.8,11.8,0.2619
46,12,ID,6.5453,10.5453,0.2619
46,13,EJ,5.6151,7.6151,0.2619
46,14,FB,13.2487,17.2487,0.2619
46,15,GC,11.5955,15.5955,0.2619
46,16,IC,11.5955,15.5955,0.2619
46,17,JD,13.2487,17.2487,0.2619
47,1,AB,12.0,14.0,0.2619
47,2,BC,9.5716,13.5716,0.2619
47,3,CD,9.5716,13.5716,0.2619
47,4,DE,12.0,14.0,0.2619
47,5,FG,12.036,16.036,0.2619
47,6,GH,9.6534,13.6534,0.2619
47,7,HI,9.6534,13.6534,0.2619
47,8,IJ,12.036,16.036,0.2619
47,9,AF,5.6151,7.6151,0.2619
47,10,GB,6.5453,10.5453,0.2619
47,11,HC,7.8,11.8,0.2619
47,12,ID,6.5453,10.5453,0.2619
47,13,EJ,5.6151,7.6151,0.2619
47,14,FB,13.2487,17.2487,0.2619
47,15,GC,11.5955,15.5955,0.2619
47,16,IC,11.5955,15.5955,0.2619
47,17,JD,13.2487,17.2487,0.2619
48,1,AB,12.0,14.0,0.2619
48,2,BC,9.5716,13.5716,0.2619
48,3,CD,9.5716,13.5716,0.2619
48,4,DE,12.0,14.0,0.2619
48,5,FG,12.036,16.036,0.2619
48,6,GH,9.6534,13.6534,0.2619
48,7,HI,9.6534,13.6534,0.2619
48,8,IJ,12.036,16.036,0.2619
48,9,AF,5.6151,7.6151,0.2619
48,10,GB,6.5453,10.5453,0.2619
48,11,HC,7.8,11.8,0.2619
48,12,ID,6.5453,10.5453,0.2619
48,13,EJ,5.6151,7.6151,0.2619
48,14,FB,13.2487,17.2487,0.2619
48,15,GC,11.5955,15.5955,0.2619
48,16,IC,11.5955,15.5955,0.2619
48,17,JD,13.2487,17.2487,0.2619
49,1,AB,12.0,14.0,0.2619
49,2,BC,9.5716,13.5716,0.2619
49,3,CD,9.5716,13.5716,0.2619
49,4,DE,12.0,14.0,0.2619
49,5,FG,12.036,16.036,0.2619
49,6,GH,9.6534,13.6534,0.2619
49,7,HI,9.6534,13.6534,0.2619
49,8,IJ,12.036,16.036,0.2619
49,9,AF,5.6151,7.6151,0.2619
49,10,GB,6.5453,10.5453,0.2619
49,11,HC,7.8,11.8,0.2619
49,12,ID,6.5453,10.5453,0.2619
49,13,EJ,5.6151,7.6151,0.2619
49,14,FB,13.2487,17.2487,0.2619
49,15,GC,11.5955,15.5955,0.2619
49,16,IC,11.5955,15.5955,0.2619
49,17,JD,13.2487,17.2487,0.2619
50,1,AB,12.0,14.0,0.2619
50,2,BC,9.5716,13.5716,0.2619
50,3,CD,9.5716,13.5716,0.2619
50,4,DE,12.0,14.0,0.2619
50,5,FG,12.036,16.036,0.2619
50,6,GH,9.6534,13.6534,0.2619
50,7,HI,9.6534,13.6534,0.2619
50,8,IJ,12.036,16.036,0.2619
50,9,AF,5.6151,7.6151,0.2619
50,10,GB,6.5453,10.5453,0.2619
50,11,HC,7.8,11.8,0.2619
50,12,ID,6.5453,10.5453,0.2619
50,13,EJ,5.6151,7.6151,0.2619
50,14,FB,13.2487,17.2487,0.2619
50,15,GC,11.5955,15.5955,0.2619
50,16,IC,11.5955,15.5955,0.2619
50,17,JD,13.2487,17.2487,0.2619
51,1,AB,12.0,14.0,0.2619
51,2,BC,9.5716,13.5716,0.2619
51,3,CD,9.5716,13.5716,0.2619
51,4,DE,12.0,14.0,0.2619
51,5,FG,12.036,16.036,0.2619
51,6,GH,9.6534,13.6534,0.2619
51,7,HI,9.6534,13.6534,0.2619
51,8,IJ,12.036,16.036,0.2619
51,9,AF,5.6151,7.6151,0.2619
51,10,GB,6.5453,10.5453,0.2619
51,11,HC,7.8,11.8,0.2619
51,12,ID,6.5453,10.5453,0.2619
51,13,EJ,5.6151,7.6151,0.2619
51,14,FB,13.2487,17.2487,0.2619
51,15,GC,11.5955,15.5955,0.2619
51,16,IC,11.5955,15.5955,0.2619
51,17,JD,13.2487,17.2487,0.2619
52,1,AB,11.996,13.996,0.2624
52,2,BC,9.6604,13.6604,0.2624
52,3,CD,9.6604,13.6604,0.2624
52,4,DE,11.996,13.996,0.2624
52,5,FG,12.0316,16.0316,0.2624
52,6,GH,9.7344,13.7344,0.2624
52,7,HI,9.7344,13.7344,0.2624
52,8,IJ,12.0316,16.0316,0.2624
52,9,AF,5.6573,7.6573,0.2624
52,10,GB,6.5821,10.5821,0.2624
52,11,HC,7.7795,11.7795,0.2624
52,12,ID,6.5821,10.5821,0.2624
52,13,EJ,5.6573,7.6573,0.2624
52,14,FB,13.2631,17.2631,0.2624
52,15,GC,11.6896,15.6896,0.2624
52,16,IC,11.6896,15.6896,0.2624
52,17,JD,13.2631,17.2631,0.2624
53,1,AB,11.996,13.996,0.2624
53,2,BC,9.6604,13.6604,0.2624
53,3,CD,9.6604,13.6604,0.2624
53,4,DE,11.996,13.996,0.2624
53,5,FG,12.0316,16.0316,0.2624
53,6,GH,9.7344,13.7344,0.2624
53,7,HI,9.7344,13.7344,0.2624
53,8,IJ,12.0316,16.0316,0.2624
53,9,AF,5.6573,7.6573,0.2624
53,10,GB,6.5821,10.5821,0.2624
53,11,HC,7.7795,11.7795,0.2624
53,12,ID,6.5821,10.5821,0.2624
53,13,EJ,5.6573,7.6573,0.2624
53,14,FB,13.2631,17.2631,0.2624
53,15,GC,11.6896,15.6896,0.2624
53,16,IC,11.6896,15.6896,0.2624
53,17,JD,13.2631,17.2631,0.2624
54,1,AB,11.996,13.996,0.2624
54,2,BC,9.6604,13.6604,0.2624
54,3,CD,9.6604,13.6604,0.2624
54,4,DE,11.996,13.996,0.2624
54,5,FG,12.0316,16.0316,0.2624
54,6,GH,9.7344,13.7344,0.2624
54,7,HI,9.7344,13.7344,0.2624
54,8,IJ,12.0316,16.0316,0.2624
54,9,AF,5.6573,7.6573,0.2624
54,10,GB,6.5821,10.5821,0.2624
54,11,HC,7.7795,11.7795,0.2624
54,12,ID,6.5821,10.5821,0.2624
54,13,EJ,5.6573,7.6573,0.2624
54,14,FB,13.2631,17.2631,0.2624
54,15,GC,11.6896,15.6896,0.2624
54,16,IC,11.6896,15.6896,0.2624
54,17,JD,13.2631,17.2631,0.2624
55,1,AB,11.996,13.996,0.2624
55,2,BC,9.6604,13.6604,0.2624
55,3,CD,9.6604,13.6604,0.2624
55,4,DE,11.996,13.996,0.2624
55,5,FG,12.0316,16.0316,0.2624
55,6,GH,9.7344,13.7344,0.2624
55,7,HI,9.7344,13.7344,0.2624
55,8,IJ,12.0316,16.0316,0.2624
55,9,AF,5.6573,7.6573,0.2624
55,10,GB,6.5821,10.5821,0.2624
55,11,HC,7.7795,11.7795,0.2624
55,12,ID,6.5821,10.5821,0.2624
55,13,EJ,5.6573,7.6573,0.2624
55,14,FB,13.2631,17.2631,0.2624
55,15,GC,11.6896,15.6896,0.2624
55,16,IC,11.6896,15.6896,0.2624
55,17,JD,13.2631,17.2631,0.2624
56,1,AB,11.996,13.996,0.2624
56,2,BC,9.6604,13.6604,0.2624
56,3,CD,9.6604,13.6604,0.2624
56,4,DE,11.996,13.996,0.2624
56,5,FG,12.0316,16.0316,0.2624
56,6,GH,9.7344,13.7344,0.2624
56,7,HI,9.7344,13.7344,0.2624
56,8,IJ,12.0316,16.0316,0.2624
56,9,AF,5.6573,7.6573,0.2624
56,10,GB,6.5821,10.5821,0.2624
56,11,HC,7.7795,11.7795,0.2624
56,12,ID,6.5821,10.5821,0.2624
56,13,EJ,5.6573,7.6573,0.2624
56,14,FB,13.2631,17.2631,0.2624
56,15,GC,11.6896,15.6896,0.2624
56,16,IC,11.6896,15.6896,0.2624
56,17,JD,13.2631,17.2631,0.2624
57,1,AB,11.996,13.996,0.2624
57,2,BC,9.6604,13.6604,0.2624
57,3,CD,9.6604,13.6604,0.2624
57,4,DE,11.996,13.996,0.2624
57,5,FG,12.0316,16.0316,0.2624
57,6,GH,9.7344,13.7344,0.2624
57,7,HI,9.7344,13.7344,0.2624
57,8,IJ,12.0316,16.0316,0.2624
57,9,AF,5.6573,7.6573,0.2624
57,10,GB,6.5821,10.5821,0.2624
57,11,HC,7.7795,11.7795,0.2624
57,12,ID,6.5821,10.5821,0.2624
57,13,EJ,5.6573,7.6573,0.2624
57,14,FB,13.2631,17.2631,0.2624
57,15,GC,11.6896,15.6896,0.2624
57,16,IC,11.6896,15.6896,0.2624
57,17,JD,13.2631,17.2631,0.2624
58,1,AB,11.996,13.996,0.2624
58,2,BC,9.6604,13.6604,0.2624
58,3,CD,9.6604,13.6604,0.2624
58,4,DE,11.996,13.996,0.2624
58,5,FG,12.0316,16.0316,0.2624
58,6,GH,9.7344,13.7344,0.2624
58,7,HI,9.7344,13.7344,0.2624
58,8,IJ,12.0316,16.0316,0.2624
58,9,AF,5.6573,7.6573,0.2624
58,10,GB,6.5821,10.5821,0.2624
58,11,HC,7.7795,11.7795,0.2624
58,12,ID,6.5821,10.5821,0.2624
58,13,EJ,5.6573,7.6573,0.2624
58,14,FB,13.2631,17.2631,0.2624
58,15,GC,11.6896,15.6896,0.2624
58,16,IC,11.6896,15.6896,0.2624
58,17,JD,13.2631,17.2631,0.2624
59,1,AB,11.996,13.996,0.2624
59,2,BC,9.6604,13.6604,0.2624
59,3,CD,9.6604,13.6604,0.2624
59,4,DE,11.996,13.996,0.2624
59,5,FG,12.0316,16.0316,0.2624
59,6,GH,9.7344,13.7344,0.2624
59,7,HI,9.7344,13.7344,0.2624
59,8,IJ,12.0316,16.0316,0.2624
59,9,AF,5.6573,7.6573,0.2624
59,10,GB,6.5821,10.5821,0.2624
59,11,HC,7.7795,11.7795,0.2624
59,12,ID,6.5821,10.5821,0.2624
59,13,EJ,5.6573,7.6573,0.2624
59,14,FB,13.2631,17.2631,0.2624
59,15,GC,11.6896,15.6896,0.2624
59,16,IC,11.6896,15.6896,0.2624
59,17,JD,13.2631,17.2631,0.2624
60,1,AB,11.996,13.996,0.2624
60,2,BC,9.6604,13.6604,0.2624
60,3,CD,9.6604,13.6604,0.2624
60,4,DE,11.996,13.996,0.2624
60,5,FG,12.0316,16.0316,0.2624
60,6,GH,9.7344,13.7344,0.2624
60,7,HI,9.7344,13.7344,0.2624
60,8,IJ,12.0316,16.0316,0.2624
60,9,AF,5.6573,7.6573,0.2624
60,10,GB,6.5821,10.5821,0.2624
60,11,HC,7.7795,11.7795,0.2624
60,12,ID,6.5821,10.5821,0.2624
60,13,EJ,5.6573,7.6573,0.2624
60,14,FB,13.2631,17.2631,0.2624
60,15,GC,11.6896,15.6896,0.2624
60,16,IC,11.6896,15.6896,0.2624
60,17,JD,13.2631,17.2631,0.2624
61,1,AB,11.996,13.996,0.2624
61,2,BC,9.6604,13.6604,0.2624
61,3,CD,9.6604,13.6604,0.2624
61,4,DE,11.996,13.996,0.2624
61,5,FG,12.0316,16.0316,0.2624
61,6,GH,9.7344,13.7344,0.2624
61,7,HI,9.7344,13.7344,0.2624
61,8,IJ,12.0316,16.0316,0.2624
61,9,AF,5.6573,7.6573,0.2624
61,10,GB,6.5821,10.5821,0.2624
61,11,HC,7.7795,11.7795,0.2624
61,12,ID,6.5821,10.5821,0.2624
61,13,EJ,5.6573,7.6573,0.2624
61,14,FB,13.2631,17.2631,0.2624
61,15,GC,11.6896,15.6896,0.2624
61,16,IC,11.6896,15.6896,0.2624
61,17,JD,13.2631,17.2631,0.2624
62,1,AB,11.996,13.996,0.2624
62,2,BC,9.6604,13.6604,0.2624
62,3,CD,9.6604,13.6604,0.2624
62,4,DE,11.996,13.996,0.2624
62,5,FG,12.0316,16.0316,0.2624
62,6,GH,9.7344,13.7344,0.2624
62,7,HI,9.7344,13.7344,0.2624
62,8,IJ,12.0316,16.0316,0.2624
62,9,AF,5.6573,7.6573,0.2624
62,10,GB,6.5821,10.5821,0.2624
62,11,HC,7.7795,11.7795,0.2624
62,12,ID,6.5821,10.5821,0.2624
62,13,EJ,5.6573,7.6573,0.2624
62,14,FB,13.2631,17.2631,0.2624
62,15,GC,11.6896,15.6896,0.2624
62,16,IC,11.6896,15.6896,0.2624
62,17,JD,13.2631,17.2631,0.2624
63,1,AB,11.996,13.996,0.2624
63,2,BC,9.6604,13.6604,0.2624
63,3,CD,9.6604,13.6604,0.2624
63,4,DE,11.996,13.996,0.2624
63,5,FG,12.0316,16.0316,0.2624
63,6,GH,9.7344,13.7344,0.2624
63,7,HI,9.7344,13.7344,0.2624
63,8,IJ,12.0316,16.0316,0.2624
63,9,AF,5.6573,7.6573,0.2624
63,10,GB,6.5821,10.5821,0.2624
63,11,HC,7.7795,11.7795,0.2624
63,12,ID,6.5821,10.5821,0.2624
63,13,EJ,5.6573,7.6573,0.2624
63,14,FB,13.2631,17.2631,0.2624
63,15,GC,11.6896,15.6896,0.2624
63,16,IC,11.6896,15.6896,0.2624
63,17,JD,13.2631,17.2631,0.2624
64,1,AB,11.996,13.996,0.2624
64,2,BC,9.6604,13.6604,0.2624
64,3,CD,9.6604,13.6604,0.2624
64,4,DE,11.996,13.996,0.2624
64,5,FG,12.0316,16.0316,0.2624
64,6,GH,9.7344,13.7344,0.2624
64,7,HI,9.7344,13.7344,0.2624
64,8,IJ,12.0316,16.0316,0.2624
64,9,AF,5.6573,7.6573,0.2624
64,10,GB,6.5821,10.5821,0.2624
64,11,HC,7.7795,11.7795,0.2624
64,12,ID,6.5821,10.5821,0.2624
64,13,EJ,5.6573,7.6573,0.2624
64,14,FB,13.2631,17.2631,0.2624
64,15,GC,11.6896,15.6896,0.2624
64,16,IC,11.6896,15.6896,0.2624
64,17,JD,13.2631,17.2631,0.2624
65,1,AB,11.996,13.996,0.2624
65,2,BC,9.6604,13.6604,0.2624
65,3,CD,9.6604,13.6604,0.2624
65,4,DE,11.996,13.996,0.2624
65,5,FG,12.0316,16.0316,0.2624
65,6,GH,9.7344,13.7344,0.2624
65,7,HI,9.7344,13.7344,0.2624
65,8,IJ,12.0316,16.0316,0.2624
65,9,AF,5.6573,7.6573,0.2624
65,10,GB,6.5821,10.5821,0.2624
65,11,HC,7.7795,11.7795,0.2624
65,12,ID,6.5821,10.5821,0.2624
65,13,EJ,5.6573,7.6573,0.2624
65,14,FB,13.2631,17.2631,0.2624
65,15,GC,11.6896,15.6896,0.2624
65,16,IC,11.6896,15.6896,0.2624
65,17,JD,13.2631,17.2631,0.2624
66,1,AB,11.996,13.996,0.2624
66,2,BC,9.6604,13.6604,0.2624
66,3,CD,9.6604,13.6604,0.2624
66,4,DE,11.996,13.996,0.2624
66,5,FG,12.0316,16.0316,0.2624
66,6,GH,9.7344,13.7344,0.2624
66,7,HI,9.7344,13.7344,0.2624
66,8,IJ,12.0316,16.0316,0.2624
66,9,AF,5.6573,7.6573,0.2624
66,10,GB,6.5821,10.5821,0.2624
66,11,HC,7.7795,11.7795,0.2624
66,12,ID,6.5821,10.5821,0.2624
66,13,EJ,5.6573,7.6573,0.2624
66,14,FB,13.2631,17.2631,0.2624
66,15,GC,11.6896,15.6896,0.2624
66,16,IC,11.6896,15.6896,0.2624
66,17,JD,13.2631,17.2631,0.2624
67,1,AB,11.996,13.996,0.2624
67,2,BC,9.6604,13.6604,0.2624
67,3,CD,9.6604,13.6604,0.2624
67,4,DE,11.996,13.996,0.2624
67,5,FG,12.0316,16.0316,0.2624
67,6,GH,9.7344,13.7344,0.2624
67,7,HI,9.7344,13.7344,0.2624
67,8,IJ,12.0316,16.0316,0.2624
67,9,AF,5.6573,7.6573,0.2624
67,10,GB,6.5821,10.5821,0.2624
67,11,HC,7.7795,11.7795,0.2624
67,12,ID,6.5821,10.5821,0.2624
67,13,EJ,5.6573,7.6573,0.2624
67,14,FB,13.2631,17.2631,0.2624
67,15,GC,11.6896,15.6896,0.2624
67,16,IC,11.6896,15.6896,0.2624
67,17,JD,13.2631,17.2631,0.2624
68,1,AB,11.996,13.996,0.2624
68,2,BC,9.6604,13.6604,0.2624
68,3,CD,9.6604,13.6604,0.2624
68,4,DE,11.996,13.996,0.2624
68,5,FG,12.0316,16.0316,0.2624
68,6,GH,9.7344,13.7344,0.2624
68,7,HI,9.7344,13.7344,0.2624
68,8,IJ,12.0316,16.0316,0.2624
68,9,AF,5.6573,7.6573,0.2624
68,10,GB,6.5821,10.5821,0.2624
68,11,HC,7.7795,11.7795,0.2624
68,12,ID,6.5821,10.5821,0.2624
68,13,EJ,5.6573,7.6573,0.2624
68,14,FB,13.2631,17.2631,0.2624
68,15,GC,11.6896,15.6896,0.2624
68,16,IC,11.6896,15.6896,0.2624
68,17,JD,13.2631,17.2631,0.2624
69,1,AB,11.996,13.996,0.2624
69,2,BC,9.6604,13.6604,0.2624
69,3,CD,9.6604,13.6604,0.2624
69,4,DE,11.996,13.996,0.2624
69,5,FG,12.0316,16.0316,0.2624
69,6,GH,9.7344,13.7344,0.2624
69,7,HI,9.7344,13.7344,0.2624
69,8,IJ,12.0316,16.0316,0.2624
69,9,AF,5.6573,7.6573,0.2624
69,10,GB,6.5821,10.5821,0.2624
69,11,HC,7.7795,11.7795,0.2624
69,12,ID,6.5821,10.5821,0.2624
69,13,EJ,5.6573,7.6573,0.2624
69,14,FB,13.2631,17.2631,0.2624
69,15,GC,11.6896,15.6896,0.2624
69,16,IC,11.6896,15.6896,0.2624
69,17,JD,13.2631,17.2631,0.2624
70,1,AB,11.996,13.996,0.2624
70,2,BC,9.6604,13.6604,0.2624
70,3,CD,9.6604,13.6604,0.2624
70,4,DE,11.996,13.996,0.2624
70,5,FG,12.0316,16.0316,0.2624
70,6,GH,9.7344,13.7344,0.2624
70,7,HI,9.7344,13.7344,0.2624
70,8,IJ,12.0316,16.0316,0.2624
70,9,AF,5.6573,7.6573,0.2624
70,10,GB,6.5821,10.5821,0.2624
70,11,HC,7.7795,11.7795,0.2624
70,12,ID,6.5821,10.5821,0.2624
70,13,EJ,5.6573,7.6573,0.2624
70,14,FB,13.2631,17.2631,0.2624
70,15,GC,11.6896,15.6896,0.2624
70,16,IC,11.6896,15.6896,0.2624
70,17,JD,13.2631,17.2631,0.2624
71,1,AB,11.996,13.996,0.2624
71,2,BC,9.6604,13.6604,0.2624
71,3,CD,9.6604,13.6604,0.2624
71,4,DE,11.996,13.996,0.2624
71,5,FG,12.0316,16.0316,0.2624
71,6,GH,9.7344,13.7344,0.2624
71,7,HI,9.7344,13.7344,0.2624
71,8,IJ,12.0316,16.0316,0.2624
71,9,AF,5.6573,7.6573,0.2624
71,10,GB,6.5821,10.5821,0.2624
71,11,HC,7.7795,11.7795,0.2624
71,12,ID,6.5821,10.5821,0.2624
71,13,EJ,5.6573,7.6573,0.2624
71,14,FB,13.2631,17.2631,0.2624
71,15,GC,11.6896,15.6896,0.2624
71,16,IC,11.6896,15.6896,0.2624
71,17,JD,13.2631,17.2631,0.2624
72,1,AB,11.996,13.996,0.2624
72,2,BC,9.6604,13.6604,0.2624
72,3,CD,9.6604,13.6604,0.2624
72,4,DE,11.996,13.996,0.2624
72,5,FG,12.0316,16.0316,0.2624
72,6,GH,9.7344,13.7344,0.2624
72,7,HI,9.7344,13.7344,0.2624
72,8,IJ,12.0316,16.0316,0.2624
72,9,AF,5.6573,7.6573,0.2624
72,10,GB,6.5821,10.5821,0.2624
72,11,HC,7.7795,11.7795,0.2624
72,12,ID,6.5821,10.5821,0.2624
72,13,EJ,5.6573,7.6573,0.2624
72,14,FB,13.2631,17.2631,0.2624
72,15,GC,11.6896,15.6896,0.2624
72,16,IC,11.6896,15.6896,0.2624
72,17,JD,13.2631,17.2631,0.2624
73,1,AB,11.996,13.996,0.2624
73,2,BC,9.6604,13.6604,0.2624
73,3,CD,9.6604,13.6604,0.2624
73,4,DE,11.996,13.996,0.2624
73,5,FG,12.0316,16.0316,0.2624
73,6,GH,9.7344,13.7344,0.2624
73,7,HI,9.7344,13.7344,0.2624
73,8,IJ,12.0316,16.0316,0.2624
73,9,AF,5.6573,7.6573,0.2624
73,10,GB,6.5821,10.5821,0.2624
73,11,HC,7.7795,11.7795,0.2624
73,12,ID,6.5821,10.5821,0.2624
73,13,EJ,5.6573,7.6573,0.2624
73,14,FB,13.2631,17.2631,0.2624
73,15,GC,11.6896,15.6896,0.2624
73,16,IC,11.6896,15.6896,0.2624
73,17,JD,13.2631,17.2631,0.2624
74,1,AB,11.996,13.996,0.2624
74,2,BC,9.6604,13.6604,0.2624
74,3,CD,9.6604,13.6604,0.2624
74,4,DE,11.996,13.996,0.2624
74,5,FG,12.0316,16.0316,0.2624
74,6,GH,9.7344,13.7344,0.2624
74,7,HI,9.7344,13.7344,0.2624
74,8,IJ,12.0316,16.0316,0.2624
74,9,AF,5.6573,7.6573,0.2624
74,10,GB,6.5821,10.5821,0.2624
74,11,HC,7.7795,11.7795,0.2624
74,12,ID,6.5821,10.5821,0.2624
74,13,EJ,5.6573,7.6573,0.2624
74,14,FB,13.2631,17.2631,0.2624
74,15,GC,11.6896,15.6896,0.2624
74,16,IC,11.6896,15.6896,0.2624
74,17,JD,13.2631,17.2631,0.2624
75,1,AB,11.996,13.996,0.2624
75,2,BC,9.6604,13.6604,0.2624
75,3,CD,9.6604,13.6604,0.2624
75,4,DE,11.996,13.996,0.2624
75,5,FG,12.0316,16.0316,0.2624
75,6,GH,9.7344,13.7344,0.2624
75,7,HI,9.7344,13.7344,0.2624
75,8,IJ,12.0316,16.0316,0.2624
75,9,AF,5.6573,7.6573,0.2624
75,10,GB,6.5821,10.5821,0.2624
75,11,HC,7.7795,11.7795,0.2624
75,12,ID,6.5821,10.5821,0.2624
75,13,EJ,5.6573,7.6573,0.2624
75,14,FB,13.2631,17.2631,0.2624
75,15,GC,11.6896,15.6896,0.2624
75,16,IC,11.6896,15.6896,0.2624
75,17,JD,13.2631,17.2631,0.2624
76,1,AB,11.996,13.996,0.2624
76,2,BC,9.6604,13.6604,0.2624
