geração,Id_Barra,Nome_Barra,Tamanho Geometrico (cm),Tamanho de Corte (cm),Fitness,No1_X,No1_Y,No2_X,No2_Y
20,16,IC,11.3313,15.3313,0.2065,31.296,5.7449,21.5289,0.0
20,17,JD,13.1978,17.1978,0.2065,43.0579,5.9867,31.296,0.0
21,1,AB,11.7619,13.7619,0.2065,0.0,0.0,11.7619,0.0
21,2,BC,9.767,13.767,0.2065,11.7619,0.0,21.5289,0.0
21,3,CD,9.767,13.767,0.2065,21.5289,0.0,31.296,0.0
21,4,DE,11.7619,13.7619,0.2065,31.296,0.0,43.0579,0.0
21,5,FG,11.7644,15.7644,0.2065,0.0,5.9867,11.7619,5.7449
21,6,GH,9.7751,13.7751,0.2065,11.7619,5.7449,21.5289,6.141
21,7,HI,9.7751,13.7751,0.2065,21.5289,6.141,31.296,5.7449
21,8,IJ,11.7644,15.7644,0.2065,31.296,5.7449,43.0579,5.9867
21,9,AF,5.9867,7.9867,0.2065,0.0,0.0,0.0,5.9867
21,10,GB,5.7449,9.7449,0.2065,11.7619,5.7449,11.7619,0.0
21,11,HC,6.141,10.141,0.2065,21.5289,6.141,21.5289,0.0
21,12,ID,5.7449,9.7449,0.2065,31.296,5.7449,31.296,0.0
21,13,EJ,5.9867,7.9867,0.2065,43.0579,0.0,43.0579,5.9867
21,14,FB,13.1978,17.1978,0.2065,0.0,5.9867,11.7619,0.0
21,15,GC,11.3313,15.3313,0.2065,11.7619,5.7449,21.5289,0.0
21,16,IC,11.3313,15.3313,0.2065,31.296,5.7449,21.5289,0.0
21,17,JD,13.1978,17.1978,0.2065,43.0579,5.9867,31.296,0.0
22,1,AB,11.7558,13.7558,0.2094,0.0,0.0,11.7558,0.0
22,2,BC,9.7794,13.7794,0.2094,11.7558,0.0,21.5352,0.0
22,3,CD,9.7794,13.7794,0.2094,21.5352,0.0,31.3146,0.0
22,4,DE,11.7558,13.7558,0.2094,31.3146,0.0,43.0704,0.0
22,5,FG,11.7569,15.7569,0.2094,0.0,6.0019,11.7558,5.8397
22,6,GH,9.7847,13.7847,0.2094,11.7558,5.8397,21.5352,6.1615
22,7,HI,9.7847,13.7847,0.2094,21.5352,6.1615,31.3146,5.8397
22,8,IJ,11.7569,15.7569,0.2094,31.3146,5.8397,43.0704,6.0019
22,9,AF,6.0019,8.0019,0.2094,0.0,0.0,0.0,6.0019
22,10,GB,5.8397,9.8397,0.2094,11.7558,5.8397,11.7558,0.0
22,11,HC,6.1615,10.1615,0.2094,21.5352,6.1615,21.5352,0.0
22,12,ID,5.8397,9.8397,0.2094,31.3146,5.8397,31.3146,0.0
22,13,EJ,6.0019,8.0019,0.2094,43.0704,0.0,43.0704,6.0019
22,14,FB,13.1993,17.1993,0.2094,0.0,6.0019,11.7558,0.0
22,15,GC,11.3903,15.3903,0.2094,11.7558,5.8397,21.5352,0.0
22,16,IC,11.3903,15.3903,0.2094,31.3146,5.8397,21.5352,0.0
22,17,JD,13.1993,17.1993,0.2094,43.0704,6.0019,31.3146,0.0
23,1,AB,11.76,13.76,0.2098,0.0,0.0,11.76,0.0
23,2,BC,9.778,13.778,0.2098,11.76,0.0,21.538,0.0
23,3,CD,9.778,13.778,0.2098,21.538,0.0,31.316,0.0
23,4,DE,11.76,13.76,0.2098,31.316,0.0,43.076,0.0
23,5,FG,11.7618,15.7618,0.2098,0.0,5.9721,11.76,5.7662
23,6,GH,9.7864,13.7864,0.2098,11.76,5.7662,21.538,6.1704
23,7,HI,9.7864,13.7864,0.2098,21.538,6.1704,31.316,5.7662
23,8,IJ,11.7618,15.7618,0.2098,31.316,5.7662,43.076,5.9721
23,9,AF,5.9721,7.9721,0.2098,0.0,0.0,0.0,5.9721
23,10,GB,5.7662,9.7662,0.2098,11.76,5.7662,11.76,0.0
23,11,HC,6.1704,10.1704,0.2098,21.538,6.1704,21.538,0.0
23,12,ID,5.7662,9.7662,0.2098,31.316,5.7662,31.316,0.0
23,13,EJ,5.9721,7.9721,0.2098,43.076,0.0,43.076,5.9721
23,14,FB,13.1895,17.1895,0.2098,0.0,5.9721,11.76,0.0
23,15,GC,11.3516,15.3516,0.2098,11.76,5.7662,21.538,0.0
23,16,IC,11.3516,15.3516,0.2098,31.316,5.7662,21.538,0.0
23,17,JD,13.1895,17.1895,0.2098,43.076,5.9721,31.316,0.0
24,1,AB,12.0,14.0,0.2227,0.0,0.0,12.0,0.0
24,2,BC,9.5773,13.5773,0.2227,12.0,0.0,21.5773,0.0
24,3,CD,9.5773,13.5773,0.2227,21.5773,0.0,31.1545,0.0
24,4,DE,12.0,14.0,0.2227,31.1545,0.0,43.1545,0.0
24,5,FG,12.0039,16.0039,0.2227,0.0,6.1879,12.0,5.8838
24,6,GH,9.6008,13.6008,0.2227,12.0,5.8838,21.5773,6.5562
24,7,HI,9.6008,13.6008,0.2227,21.5773,6.5562,31.1545,5.8838
24,8,IJ,12.0039,16.0039,0.2227,31.1545,5.8838,43.1545,6.1879
24,9,AF,6.1879,8.1879,0.2227,0.0,0.0,0.0,6.1879
24,10,GB,5.8838,9.8838,0.2227,12.0,5.8838,12.0,0.0
24,11,HC,6.5562,10.5562,0.2227,21.5773,6.5562,21.5773,0.0
24,12,ID,5.8838,9.8838,0.2227,31.1545,5.8838,31.1545,0.0
24,13,EJ,6.1879,8.1879,0.2227,43.1545,0.0,43.1545,6.1879
24,14,FB,13.5015,17.5015,0.2227,0.0,6.1879,12.0,0.0
24,15,GC,11.2403,15.2403,0.2227,12.0,5.8838,21.5773,0.0
24,16,IC,11.2403,15.2403,0.2227,31.1545,5.8838,21.5773,0.0
24,17,JD,13.5015,17.5015,0.2227,43.1545,6.1879,31.1545,0.0
25,1,AB,12.0,14.0,0.2227,0.0,0.0,12.0,0.0
25,2,BC,9.5773,13.5773,0.2227,12.0,0.0,21.5773,0.0
25,3,CD,9.5773,13.5773,0.2227,21.5773,0.0,31.1545,0.0
25,4,DE,12.0,14.0,0.2227,31.1545,0.0,43.1545,0.0
25,5,FG,12.0039,16.0039,0.2227,0.0,6.1879,12.0,5.8838
25,6,GH,9.6008,13.6008,0.2227,12.0,5.8838,21.5773,6.5562
25,7,HI,9.6008,13.6008,0.2227,21.5773,6.5562,31.1545,5.8838
25,8,IJ,12.0039,16.0039,0.2227,31.1545,5.8838,43.1545,6.1879
25,9,AF,6.1879,8.1879,0.2227,0.0,0.0,0.0,6.1879
25,10,GB,5.8838,9.8838,0.2227,12.0,5.8838,12.0,0.0
25,11,HC,6.5562,10.5562,0.2227,21.5773,6.5562,21.5773,0.0
25,12,ID,5.8838,9.8838,0.2227,31.1545,5.8838,31.1545,0.0
25,13,EJ,6.1879,8.1879,0.2227,43.1545,0.0,43.1545,6.1879
25,14,FB,13.5015,17.5015,0.2227,0.0,6.1879,12.0,0.0
25,15,GC,11.2403,15.2403,0.2227,12.0,5.8838,21.5773,0.0
25,16,IC,11.2403,15.2403,0.2227,31.1545,5.8838,21.5773,0.0
25,17,JD,13.5015,17.5015,0.2227,43.1545,6.1879,31.1545,0.0
26,1,AB,12.0,14.0,0.2227,0.0,0.0,12.0,0.0
26,2,BC,9.5773,13.5773,0.2227,12.0,0.0,21.5773,0.0
26,3,CD,9.5773,13.5773,0.2227,21.5773,0.0,31.1545,0.0
26,4,DE,12.0,14.0,0.2227,31.1545,0.0,43.1545,0.0
26,5,FG,12.0039,16.0039,0.2227,0.0,6.1879,12.0,5.8838
26,6,GH,9.6008,13.6008,0.2227,12.0,5.8838,21.5773,6.5562
26,7,HI,9.6008,13.6008,0.2227,21.5773,6.5562,31.1545,5.8838
26,8,IJ,12.0039,16.0039,0.2227,31.1545,5.8838,43.1545,6.1879
26,9,AF,6.1879,8.1879,0.2227,0.0,0.0,0.0,6.1879
26,10,GB,5.8838,9.8838,0.2227,12.0,5.8838,12.0,0.0
26,11,HC,6.5562,10.5562,0.2227,21.5773,6.5562,21.5773,0.0
26,12,ID,5.8838,9.8838,0.2227,31.1545,5.8838,31.1545,0.0
26,13,EJ,6.1879,8.1879,0.2227,43.1545,0.0,43.1545,6.1879
26,14,FB,13.5015,17.5015,0.2227,0.0,6.1879,12.0,0.0
26,15,GC,11.2403,15.2403,0.2227,12.0,5.8838,21.5773,0.0
26,16,IC,11.2403,15.2403,0.2227,31.1545,5.8838,21.5773,0.0
26,17,JD,13.5015,17.5015,0.2227,43.1545,6.1879,31.1545,0.0
27,1,AB,12.0,14.0,0.2309,0.0,0.0,12.0,0.0
27,2,BC,9.5801,13.5801,0.2309,12.0,0.0,21.5801,0.0
27,3,CD,9.5801,13.5801,0.2309,21.5801,0.0,31.1602,0.0
27,4,DE,12.0,14.0,0.2309,31.1602,0.0,43.1602,0.0
27,5,FG,12.0045,16.0045,0.2309,0.0,6.3687,12.0,6.6965
27,6,GH,9.5805,13.5805,0.2309,12.0,6.6965,21.5801,6.6146
27,7,HI,9.5805,13.5805,0.2309,21.5801,6.6146,31.1602,6.6965
27,8,IJ,12.0045,16.0045,0.2309,31.1602,6.6965,43.1602,6.3687
27,9,AF,6.3687,8.3687,0.2309,0.0,0.0,0.0,6.3687
27,10,GB,6.6965,10.6965,0.2309,12.0,6.6965,12.0,0.0
27,11,HC,6.6146,10.6146,0.2309,21.5801,6.6146,21.5801,0.0
27,12,ID,6.6965,10.6965,0.2309,31.1602,6.6965,31.1602,0.0
27,13,EJ,6.3687,8.3687,0.2309,43.1602,0.0,43.1602,6.3687
27,14,FB,13.5853,17.5853,0.2309,0.0,6.3687,12.0,0.0
27,15,GC,11.6885,15.6885,0.2309,12.0,6.6965,21.5801,0.0
27,16,IC,11.6885,15.6885,0.2309,31.1602,6.6965,21.5801,0.0
27,17,JD,13.5853,17.5853,0.2309,43.1602,6.3687,31.1602,0.0
28,1,AB,12.0,14.0,0.2309,0.0,0.0,12.0,0.0
28,2,BC,9.5801,13.5801,0.2309,12.0,0.0,21.5801,0.0
28,3,CD,9.5801,13.5801,0.2309,21.5801,0.0,31.1602,0.0
28,4,DE,12.0,14.0,0.2309,31.1602,0.0,43.1602,0.0
28,5,FG,12.0045,16.0045,0.2309,0.0,6.3687,12.0,6.6965
28,6,GH,9.5805,13.5805,0.2309,12.0,6.6965,21.5801,6.6146
28,7,HI,9.5805,13.5805,0.2309,21.5801,6.6146,31.1602,6.6965
28,8,IJ,12.0045,16.0045,0.2309,31.1602,6.6965,43.1602,6.3687
28,9,AF,6.3687,8.3687,0.2309,0.0,0.0,0.0,6.3687
28,10,GB,6.6965,10.6965,0.2309,12.0,6.6965,12.0,0.0
28,11,HC,6.6146,10.6146,0.2309,21.5801,6.6146,21.5801,0.0
28,12,ID,6.6965,10.6965,0.2309,31.1602,6.6965,31.1602,0.0
28,13,EJ,6.3687,8.3687,0.2309,43.1602,0.0,43.1602,6.3687
28,14,FB,13.5853,17.5853,0.2309,0.0,6.3687,12.0,0.0
28,15,GC,11.6885,15.6885,0.2309,12.0,6.6965,21.5801,0.0
28,16,IC,11.6885,15.6885,0.2309,31.1602,6.6965,21.5801,0.0
28,17,JD,13.5853,17.5853,0.2309,43.1602,6.3687,31.1602,0.0
29,1,AB,12.0,14.0,0.2309,0.0,0.0,12.0,0.0
29,2,BC,9.5801,13.5801,0.2309,12.0,0.0,21.5801,0.0
29,3,CD,9.5801,13.5801,0.2309,21.5801,0.0,31.1602,0.0
29,4,DE,12.0,14.0,0.2309,31.1602,0.0,43.1602,0.0
29,5,FG,12.0045,16.0045,0.2309,0.0,6.3687,12.0,6.6965
29,6,GH,9.5805,13.5805,0.2309,12.0,6.6965,21.5801,6.6146
29,7,HI,9.5805,13.5805,0.2309,21.5801,6.6146,31.1602,6.6965
29,8,IJ,12.0045,16.0045,0.2309,31.1602,6.6965,43.1602,6.3687
29,9,AF,6.3687,8.3687,0.2309,0.0,0.0,0.0,6.3687
29,10,GB,6.6965,10.6965,0.2309,12.0,6.6965,12.0,0.0
29,11,HC,6.6146,10.6146,0.2309,21.5801,6.6146,21.5801,0.0
29,12,ID,6.6965,10.6965,0.2309,31.1602,6.6965,31.1602,0.0
29,13,EJ,6.3687,8.3687,0.2309,43.1602,0.0,43.1602,6.3687
29,14,FB,13.5853,17.5853,0.2309,0.0,6.3687,12.0,0.0
29,15,GC,11.6885,15.6885,0.2309,12.0,6.6965,21.5801,0.0
29,16,IC,11.6885,15.6885,0.2309,31.1602,6.6965,21.5801,0.0
29,17,JD,13.5853,17.5853,0.2309,43.1602,6.3687,31.1602,0.0
30,1,AB,12.0,14.0,0.2309,0.0,0.0,12.0,0.0
30,2,BC,9.5801,13.5801,0.2309,12.0,0.0,21.5801,0.0
30,3,CD,9.5801,13.5801,0.2309,21.5801,0.0,31.1602,0.0
30,4,DE,12.0,14.0,0.2309,31.1602,0.0,43.1602,0.0
30,5,FG,12.0045,16.0045,0.2309,0.0,6.3687,12.0,6.6965
30,6,GH,9.5805,13.5805,0.2309,12.0,6.6965,21.5801,6.6146
30,7,HI,9.5805,13.5805,0.2309,21.5801,6.6146,31.1602,6.6965
30,8,IJ,12.0045,16.0045,0.2309,31.1602,6.6965,43.1602,6.3687
30,9,AF,6.3687,8.3687,0.2309,0.0,0.0,0.0,6.3687
30,10,GB,6.6965,10.6965,0.2309,12.0,6.6965,12.0,0.0
30,11,HC,6.6146,10.6146,0.2309,21.5801,6.6146,21.5801,0.0
30,12,ID,6.6965,10.6965,0.2309,31.1602,6.6965,31.1602,0.0
30,13,EJ,6.3687,8.3687,0.2309,43.1602,0.0,43.1602,6.3687
30,14,FB,13.5853,17.5853,0.2309,0.0,6.3687,12.0,0.0
30,15,GC,11.6885,15.6885,0.2309,12.0,6.6965,21.5801,0.0
30,16,IC,11.6885,15.6885,0.2309,31.1602,6.6965,21.5801,0.0
30,17,JD,13.5853,17.5853,0.2309,43.1602,6.3687,31.1602,0.0
31,1,AB,12.0,14.0,0.2309,0.0,0.0,12.0,0.0
31,2,BC,9.5801,13.5801,0.2309,12.0,0.0,21.5801,0.0
31,3,CD,9.5801,13.5801,0.2309,21.5801,0.0,31.1602,0.0
31,4,DE,12.0,14.0,0.2309,31.1602,0.0,43.1602,0.0
31,5,FG,12.0045,16.0045,0.2309,0.0,6.3687,12.0,6.6965
31,6,GH,9.5805,13.5805,0.2309,12.0,6.6965,21.5801,6.6146
31,7,HI,9.5805,13.5805,0.2309,21.5801,6.6146,31.1602,6.6965
31,8,IJ,12.0045,16.0045,0.2309,31.1602,6.6965,43.1602,6.3687
31,9,AF,6.3687,8.3687,0.2309,0.0,0.0,0.0,6.3687
31,10,GB,6.6965,10.6965,0.2309,12.0,6.6965,12.0,0.0
31,11,HC,6.6146,10.6146,0.2309,21.5801,6.6146,21.5801,0.0
31,12,ID,6.6965,10.6965,0.2309,31.1602,6.6965,31.1602,0.0
31,13,EJ,6.3687,8.3687,0.2309,43.1602,0.0,43.1602,6.3687
31,14,FB,13.5853,17.5853,0.2309,0.0,6.3687,12.0,0.0
31,15,GC,11.6885,15.6885,0.2309,12.0,6.6965,21.5801,0.0
31,16,IC,11.6885,15.6885,0.2309,31.1602,6.6965,21.5801,0.0
31,17,JD,13.5853,17.5853,0.2309,43.1602,6.3687,31.1602,0.0
32,1,AB,12.0,14.0,0.2382,0.0,0.0,12.0,0.0
32,2,BC,9.5938,13.5938,0.2382,12.0,0.0,21.5938,0.0
32,3,CD,9.5938,13.5938,0.2382,21.5938,0.0,31.1877,0.0
32,4,DE,12.0,14.0,0.2382,31.1877,0.0,43.1877,0.0
32,5,FG,12.0154,16.0154,0.2382,0.0,5.2532,12.0,5.8615
32,6,GH,9.6565,13.6565,0.2382,12.0,5.8615,21.5938,6.9593
32,7,HI,9.6565,13.6565,0.2382,21.5938,6.9593,31.1877,5.8615
32,8,IJ,12.0154,16.0154,0.2382,31.1877,5.8615,43.1877,5.2532
32,9,AF,5.2532,7.2532,0.2382,0.0,0.0,0.0,5.2532
32,10,GB,5.8615,9.8615,0.2382,12.0,5.8615,12.0,0.0
32,11,HC,6.9593,10.9593,0.2382,21.5938,6.9593,21.5938,0.0
32,12,ID,5.8615,9.8615,0.2382,31.1877,5.8615,31.1877,0.0
32,13,EJ,5.2532,7.2532,0.2382,43.1877,0.0,43.1877,5.2532
32,14,FB,13.0995,17.0995,0.2382,0.0,5.2532,12.0,0.0
32,15,GC,11.2427,15.2427,0.2382,12.0,5.8615,21.5938,0.0
32,16,IC,11.2427,15.2427,0.2382,31.1877,5.8615,21.5938,0.0
32,17,JD,13.0995,17.0995,0.2382,43.1877,5.2532,31.1877,0.0
33,1,AB,12.0,14.0,0.2382,0.0,0.0,12.0,0.0
33,2,BC,9.5938,13.5938,0.2382,12.0,0.0,21.5938,0.0
33,3,CD,9.5938,13.5938,0.2382,21.5938,0.0,31.1877,0.0
33,4,DE,12.0,14.0,0.2382,31.1877,0.0,43.1877,0.0
33,5,FG,12.0154,16.0154,0.2382,0.0,5.2532,12.0,5.8615
33,6,GH,9.6565,13.6565,0.2382,12.0,5.8615,21.5938,6.9593
33,7,HI,9.6565,13.6565,0.2382,21.5938,6.9593,31.1877,5.8615
33,8,IJ,12.0154,16.0154,0.2382,31.1877,5.8615,43.1877,5.2532
33,9,AF,5.2532,7.2532,0.2382,0.0,0.0,0.0,5.2532
33,10,GB,5.8615,9.8615,0.2382,12.0,5.8615,12.0,0.0
33,11,HC,6.9593,10.9593,0.2382,21.5938,6.9593,21.5938,0.0
33,12,ID,5.8615,9.8615,0.2382,31.1877,5.8615,31.1877,0.0
33,13,EJ,5.2532,7.2532,0.2382,43.1877,0.0,43.1877,5.2532
33,14,FB,13.0995,17.0995,0.2382,0.0,5.2532,12.0,0.0
33,15,GC,11.2427,15.2427,0.2382,12.0,5.8615,21.5938,0.0
33,16,IC,11.2427,15.2427,0.2382,31.1877,5.8615,21.5938,0.0
33,17,JD,13.0995,17.0995,0.2382,43.1877,5.2532,31.1877,0.0
34,1,AB,12.0,14.0,0.2382,0.0,0.0,12.0,0.0
34,2,BC,9.5938,13.5938,0.2382,12.0,0.0,21.5938,0.0
34,3,CD,9.5938,13.5938,0.2382,21.5938,0.0,31.1877,0.0
34,4,DE,12.0,14.0,0.2382,31.1877,0.0,43.1877,0.0
34,5,FG,12.0154,16.0154,0.2382,0.0,5.2532,12.0,5.8615
34,6,GH,9.6565,13.6565,0.2382,12.0,5.8615,21.5938,6.9593
34,7,HI,9.6565,13.6565,0.2382,21.5938,6.9593,31.1877,5.8615
34,8,IJ,12.0154,16.0154,0.2382,31.1877,5.8615,43.1877,5.2532
34,9,AF,5.2532,7.2532,0.2382,0.0,0.0,0.0,5.2532
34,10,GB,5.8615,9.8615,0.2382,12.0,5.8615,12.0,0.0
34,11,HC,6.9593,10.9593,0.2382,21.5938,6.9593,21.5938,0.0
34,12,ID,5.8615,9.8615,0.2382,31.1877,5.8615,31.1877,0.0
34,13,EJ,5.2532,7.2532,0.2382,43.1877,0.0,43.1877,5.2532
34,14,FB,13.0995,17.0995,0.2382,0.0,5.2532,12.0,0.0
34,15,GC,11.2427,15.2427,0.2382,12.0,5.8615,21.5938,0.0
34,16,IC,11.2427,15.2427,0.2382,31.1877,5.8615,21.5938,0.0
34,17,JD,13.0995,17.0995,0.2382,43.1877,5.2532,31.1877,0.0
35,1,AB,12.0,14.0,0.2384,0.0,0.0,12.0,0.0
35,2,BC,9.6305,13.6305,0.2384,12.0,0.0,21.6305,0.0
35,3,CD,9.6305,13.6305,0.2384,21.6305,0.0,31.2609,0.0
35,4,DE,12.0,14.0,0.2384,31.2609,0.0,43.2609,0.0
35,5,FG,12.004,16.004,0.2384,0.0,6.2011,12.0,5.8919
35,6,GH,9.7258,13.7258,0.2384,12.0,5.8919,21.6305,7.2505
35,7,HI,9.7258,13.7258,0.2384,21.6305,7.2505,31.2609,5.8919
35,8,IJ,12.004,16.004,0.2384,31.2609,5.8919,43.2609,6.2011
35,9,AF,6.2011,8.2011,0.2384,0.0,0.0,0.0,6.2011
35,10,GB,5.8919,9.8919,0.2384,12.0,5.8919,12.0,0.0
35,11,HC,7.2505,11.2505,0.2384,21.6305,7.2505,21.6305,0.0
35,12,ID,5.8919,9.8919,0.2384,31.2609,5.8919,31.2609,0.0
35,13,EJ,6.2011,8.2011,0.2384,43.2609,0.0,43.2609,6.2011
35,14,FB,13.5076,17.5076,0.2384,0.0,6.2011,12.0,0.0
35,15,GC,11.2899,15.2899,0.2384,12.0,5.8919,21.6305,0.0
35,16,IC,11.2899,15.2899,0.2384,31.2609,5.8919,21.6305,0.0
35,17,JD,13.5076,17.5076,0.2384,43.2609,6.2011,31.2609,0.0
36,1,AB,12.0,14.0,0.2429,0.0,0.0,12.0,0.0
36,2,BC,9.5002,13.5002,0.2429,12.0,0.0,21.5002,0.0
36,3,CD,9.5002,13.5002,0.2429,21.5002,0.0,31.0003,0.0
36,4,DE,12.0,14.0,0.2429,31.0003,0.0,43.0003,0.0
36,5,FG,12.0234,16.0234,0.2429,0.0,5.6838,12.0,6.433
36,6,GH,9.5516,13.5516,0.2429,12.0,6.433,21.5002,7.4235
36,7,HI,9.5516,13.5516,0.2429,21.5002,7.4235,31.0003,6.433
36,8,IJ,12.0234,16.0234,0.2429,31.0003,6.433,43.0003,5.6838
36,9,AF,5.6838,7.6838,0.2429,0.0,0.0,0.0,5.6838
36,10,GB,6.433,10.433,0.2429,12.0,6.433,12.0,0.0
36,11,HC,7.4235,11.4235,0.2429,21.5002,7.4235,21.5002,0.0
36,12,ID,6.433,10.433,0.2429,31.0003,6.433,31.0003,0.0
36,13,EJ,5.6838,7.6838,0.2429,43.0003,0.0,43.0003,5.6838
36,14,FB,13.278,17.278,0.2429,0.0,5.6838,12.0,0.0
36,15,GC,11.4733,15.4733,0.2429,12.0,6.433,21.5002,0.0
36,16,IC,11.4733,15.4733,0.2429,31.0003,6.433,21.5002,0.0
36,17,JD,13.278,17.278,0.2429,43.0003,5.6838,31.0003,0.0
37,1,AB,12.0,14.0,0.2429,0.0,0.0,12.0,0.0
37,2,BC,9.5002,13.5002,0.2429,12.0,0.0,21.5002,0.0
37,3,CD,9.5002,13.5002,0.2429,21.5002,0.0,31.0003,0.0
37,4,DE,12.0,14.0,0.2429,31.0003,0.0,43.0003,0.0
37,5,FG,12.0234,16.0234,0.2429,0.0,5.6838,12.0,6.433
37,6,GH,9.5516,13.5516,0.2429,12.0,6.433,21.5002,7.4235
37,7,HI,9.5516,13.5516,0.2429,21.5002,7.4235,31.0003,6.433
37,8,IJ,12.0234,16.0234,0.2429,31.0003,6.433,43.0003,5.6838
37,9,AF,5.6838,7.6838,0.2429,0.0,0.0,0.0,5.6838
37,10,GB,6.433,10.433,0.2429,12.0,6.433,12.0,0.0
37,11,HC,7.4235,11.4235,0.2429,21.5002,7.4235,21.5002,0.0
37,12,ID,6.433,10.433,0.2429,31.0003,6.433,31.0003,0.0
37,13,EJ,5.6838,7.6838,0.2429,43.0003,0.0,43.0003,5.6838
37,14,FB,13.278,17.278,0.2429,0.0,5.6838,12.0,0.0
37,15,GC,11.4733,15.4733,0.2429,12.0,6.433,21.5002,0.0
37,16,IC,11.4733,15.4733,0.2429,31.0003,6.433,21.5002,0.0
37,17,JD,13.278,17.278,0.2429,43.0003,5.6838,31.0003,0.0
38,1,AB,11.7612,13.7612,0.2475,0.0,0.0,11.7612,0.0
38,2,BC,9.7826,13.7826,0.2475,11.7612,0.0,21.5438,0.0
38,3,CD,9.7826,13.7826,0.2475,21.5438,0.0,31.3264,0.0
38,4,DE,11.7612,13.7612,0.2475,31.3264,0.0,43.0876,0.0
38,5,FG,11.7678,15.7678,0.2475,0.0,5.6751,11.7612,6.0711
38,6,GH,9.8888,13.8888,0.2475,11.7612,6.0711,21.5438,7.5166
38,7,HI,9.8888,13.8888,0.2475,21.5438,7.5166,31.3264,6.0711
38,8,IJ,11.7678,15.7678,0.2475,31.3264,6.0711,43.0876,5.6751
38,9,AF,5.6751,7.6751,0.2475,0.0,0.0,0.0,5.6751
38,10,GB,6.0711,10.0711,0.2475,11.7612,6.0711,11.7612,0.0
38,11,HC,7.5166,11.5166,0.2475,21.5438,7.5166,21.5438,0.0
38,12,ID,6.0711,10.0711,0.2475,31.3264,6.0711,31.3264,0.0
38,13,EJ,5.6751,7.6751,0.2475,43.0876,0.0,43.0876,5.6751
38,14,FB,13.0588,17.0588,0.2475,0.0,5.6751,11.7612,0.0
38,15,GC,11.5134,15.5134,0.2475,11.7612,6.0711,21.5438,0.0
38,16,IC,11.5134,15.5134,0.2475,31.3264,6.0711,21.5438,0.0
38,17,JD,13.0588,17.0588,0.2475,43.0876,5.6751,31.3264,0.0
39,1,AB,11.7612,13.7612,0.2475,0.0,0.0,11.7612,0.0
39,2,BC,9.7826,13.7826,0.2475,11.7612,0.0,21.5438,0.0
39,3,CD,9.7826,13.7826,0.2475,21.5438,0.0,31.3264,0.0
39,4,DE,11.7612,13.7612,0.2475,31.3264,0.0,43.0876,0.0
39,5,FG,11.7678,15.7678,0.2475,0.0,5.6751,11.7612,6.0711
39,6,GH,9.8888,13.8888,0.2475,11.7612,6.0711,21.5438,7.5166
39,7,HI,9.8888,13.8888,0.2475,21.5438,7.5166,31.3264,6.0711
39,8,IJ,11.7678,15.7678,0.2475,31.3264,6.0711,43.0876,5.6751
39,9,AF,5.6751,7.6751,0.2475,0.0,0.0,0.0,5.6751
39,10,GB,6.0711,10.0711,0.2475,11.7612,6.0711,11.7612,0.0
39,11,HC,7.5166,11.5166,0.2475,21.5438,7.5166,21.5438,0.0
39,12,ID,6.0711,10.0711,0.2475,31.3264,6.0711,31.3264,0.0
39,13,EJ,5.6751,7.6751,0.2475,43.0876,0.0,43.0876,5.6751
39,14,FB,13.0588,17.0588,0.2475,0.0,5.6751,11.7612,0.0
39,15,GC,11.5134,15.5134,0.2475,11.7612,6.0711,21.5438,0.0
39,16,IC,11.5134,15.5134,0.2475,31.3264,6.0711,21.5438,0.0
39,17,JD,13.0588,17.0588,0.2475,43.0876,5.6751,31.3264,0.0
40,1,AB,11.7612,13.7612,0.2475,0.0,0.0,11.7612,0.0
40,2,BC,9.7826,13.7826,0.2475,11.7612,0.0,21.5438,0.0
40,3,CD,9.7826,13.7826,0.2475,21.5438,0.0,31.3264,0.0
40,4,DE,11.7612,13.7612,0.2475,31.3264,0.0,43.0876,0.0
40,5,FG,11.7678,15.7678,0.2475,0.0,5.6751,11.7612,6.0711
40,6,GH,9.8888,13.8888,0.2475,11.7612,6.0711,21.5438,7.5166
40,7,HI,9.8888,13.8888,0.2475,21.5438,7.5166,31.3264,6.0711
40,8,IJ,11.7678,15.7678,0.2475,31.3264,6.0711,43.0876,5.6751
40,9,AF,5.6751,7.6751,0.2475,0.0,0.0,0.0,5.6751
40,10,GB,6.0711,10.0711,0.2475,11.7612,6.0711,11.7612,0.0
40,11,HC,7.5166,11.5166,0.2475,21.5438,7.5166,21.5438,0.0
40,12,ID,6.0711,10.0711,0.2475,31.3264,6.0711,31.3264,0.0
40,13,EJ,5.6751,7.6751,0.2475,43.0876,0.0,43.0876,5.6751
40,14,FB,13.0588,17.0588,0.2475,0.0,5.6751,11.7612,0.0
40,15,GC,11.5134,15.5134,0.2475,11.7612,6.0711,21.5438,0.0
40,16,IC,11.5134,15.5134,0.2475,31.3264,6.0711,21.5438,0.0
40,17,JD,13.0588,17.0588,0.2475,43.0876,5.6751,31.3264,0.0
41,1,AB,11.8759,13.8759,0.2537,0.0,0.0,11.8759,0.0
41,2,BC,9.6751,13.6751,0.2537,11.8759,0.0,21.551,0.0
41,3,CD,9.6751,13.6751,0.2537,21.551,0.0,31.2261,0.0
41,4,DE,11.8759,13.8759,0.2537,31.2261,0.0,43.102,0.0
41,5,FG,11.8804,15.8804,0.2537,0.0,5.8673,11.8759,6.1936
